,timestamp,KF_beta_est
0,0.0,0.0
1,0.2222468329999998,0.0
2,0.4339844999999975,0.0
3,0.6676655549999992,0.0
4,0.9076057589999992,0.0
5,1.1163547220000003,-9.809997820881213
6,1.3252015360000016,-9.809576037873718
7,1.5374588510000002,-9.80430933517807
8,1.7491064069999993,-9.718780942908134
9,1.9632475730000003,-9.64402242631926
10,2.179576220999998,-9.6125020197721
11,2.3884159799999978,-9.5872511510455
12,2.6031348690000016,-9.573075525999265
13,2.8268889239999986,-9.564448229293186
14,3.033113684,-9.553498367150771
15,3.249951238999998,-9.54724701003338
16,3.4589863309999984,-9.54121304488477
17,3.682329313,-9.536600375734464
18,3.891132276,-9.532880546069167
19,4.100410737999997,-9.529064662043016
20,4.309850757,-9.526127066093927
21,4.534194108999998,-9.52506200091358
22,4.777497330999999,-9.523706726960311
23,4.998792145,-9.521392896955742
24,5.215233663999999,-9.519945494068049
25,5.430633885999999,-9.52006707755986
26,5.659817978,-9.52019671055688
27,5.876032015,-9.520249218500256
28,6.103084311,-9.520233830340011
29,6.350043273999997,-9.52030890997954
30,6.558264478000002,-9.520376721800805
31,6.770904421999997,-9.520484753237204
32,6.981889366000001,-9.52052179391137
33,7.186451366,-9.520533270672273
34,7.416212087999998,-9.520433658533143
35,7.666699625,-9.5192433000327
36,7.872638884000001,-9.51817150147346
37,8.08614944,-9.516664178634544
38,8.305990366,-9.5153813499519
39,8.511107217,-9.513920317035495
40,8.720119957999998,-9.51239584967106
41,8.931832643,-9.511259493322228
42,9.150314754,-9.510098615691527
43,9.375533308999998,-9.509756705774464
44,9.586505531,-9.50919069076592
45,9.873495513000002,-9.508430790224718
46,10.124795827,-9.508275991636316
47,10.357160438,-9.50828427944694
48,10.598817419999996,-9.50832661929366
49,10.847957993999998,-9.50840920141593
50,11.084683771000002,-9.508427370749716
51,11.315647752999991,-9.508374153310507
52,11.55747066,-9.508243964847413
53,11.798891808,-9.508184127285125
54,12.045168123000003,-9.508034950431432
55,12.291279271,-9.50820909121432
56,12.538081048000002,-9.508195503571637
57,12.785872566999998,-9.508193989235194
58,13.019940603000002,-9.508169092165264
59,13.254376659000002,-9.508005691890173
60,13.494939381000002,-9.507826615972885
61,13.750617954999996,-9.507722867582636
62,13.982273288000002,-9.50749398640964
63,14.223472381,-9.507297371076984
64,14.461704121000004,-9.507047582088324
65,14.706950436,-9.506830365496848
66,14.955609269,-9.506586771955016
67,15.199880860999995,-9.506069490719772
68,15.449850158000004,-9.505995558355922
69,15.686036713,-9.505814332554928
70,15.935516639,-9.50581106034083
71,16.172765953000003,-9.50569437691968
72,16.425030508999996,-9.505914244566773
73,16.65837499,-9.505916677418098
74,16.888848582999998,-9.50591603550332
75,17.127320527000002,-9.505946618003252
76,17.361575619,-9.505884583377458
77,17.59047023,-9.505593797465083
78,17.840330823000002,-9.505303388647942
79,18.068544804,-9.504955156633471
80,18.306618786,-9.50471615785402
81,18.558890434,-9.504322986931705
82,18.808646878,-9.50384132298037
83,19.063397396,-9.503605156803802
84,19.313771322,-9.503278393891838
85,19.553774674,-9.50313974145242
86,19.78513284,-9.50285825871167
87,20.030092155,-9.502513739787966
88,20.264923358,-9.50248411769657
89,20.516457006,-9.502350925709449
90,20.753629488,-9.502172739086312
91,20.988097784,-9.50221483473261
92,21.224749395,-9.502148981895672
93,21.463242802,-9.502120810306709
94,21.698145339,-9.50203482908355
95,21.922769209,-9.501932119738315
96,22.158785635,-9.501707381112263
97,22.40544719,-9.50156857767712
98,22.656016413,-9.501453941767284
99,22.899751894,-9.501327000824215
100,23.135919986,-9.501102564798082
101,23.388426764,-9.501103904796125
102,23.627998208,-9.500982768952811
103,23.856573393,-9.500825278294924
104,24.091215282,-9.500746912189303
105,24.329459189,-9.500649406523344
106,24.563749763,-9.500401473441558
107,24.802669967,-9.50016410031018
108,25.047558726000005,-9.499921478888512
109,25.291366837,-9.499696143296788
110,25.525342152,-9.49942770915792
111,25.759780281,-9.49924493126256
112,26.002295985,-9.499084212097236
113,26.244587873,-9.499027699970515
114,26.493795299,-9.499117595221083
115,26.743583225,-9.499147602471297
116,26.976289058,-9.499141672100905
117,27.212826799,-9.499143171560553
118,27.462200039000003,-9.499125421604344
119,27.706454169,-9.49916603519584
120,27.954153354,-9.49915153181213
121,28.203343502,-9.499152970670195
122,28.461878613,-9.49911253173295
123,28.718741039,-9.499205166409386
124,28.959809464,-9.499185651126025
125,29.194482205,-9.49914168306461
126,29.422521538,-9.498975385937598
127,29.656688168,-9.498817745331037
128,29.89598813,-9.49849852518016
129,30.149387816,-9.498493097704776
130,30.401041223,-9.49840957061874
131,30.625834463,-9.4984041245525
132,30.861923315,-9.498417035063154
133,31.104899148,-9.498403401121845
134,31.337519463,-9.498346469273589
135,31.56838387,-9.498170657046712
136,31.796197907,-9.498263883283782
137,32.039479185,-9.498248732626372
138,32.286635999,-9.498207420763116
139,32.534360055,-9.498252763770711
140,32.778880592,-9.498235926504298
141,33.015390518,-9.498218923943725
142,33.261012758,-9.49807999293287
143,33.493674165,-9.49778149837033
144,33.722419424,-9.49770569168484
145,33.96865061,-9.497635224009942
146,34.200657498,-9.49766969664882
147,34.433418091,-9.497673933080174
148,34.672222165,-9.497647890271296
149,34.914780665,-9.49761659946379
150,35.174419627,-9.497566068583014
151,35.418031368,-9.49742341580985
152,35.653720701,-9.497420304314794
153,35.891687238,-9.497463539517698
154,36.125353571,-9.497397400996478
155,36.365840534,-9.497637170574588
156,36.613858978,-9.497572232661115
157,36.852754812,-9.497572160377915
158,37.098954015,-9.497564401370754
159,37.334572182,-9.497551854643094
160,37.57455583,-9.497559316651124
161,37.820486904,-9.497574521470083
162,38.072578829,-9.49756416586014
163,38.321031903000005,-9.497433514258883
164,38.555279385,-9.497165057452388
165,38.811670607,-9.497108920443877
166,39.062181755,-9.497012761035434
167,39.318760366,-9.497007030152982
168,39.558054921,-9.497012562382078
169,39.948241365,-9.497019271150773
170,40.369484365,-9.4970223929814
171,40.64132555,-9.497051125485113
172,40.868517605,-9.497056351759948
173,41.09948330900001,-9.49705702497102
174,41.349323420000005,-9.497073140134464
175,41.592813994,-9.497100998958317
176,41.839337068000006,-9.49715663352328
177,42.079194105,-9.497214360677544
178,42.31315216,-9.497248282041518
179,42.544039567,-9.497281619358438
180,42.783258604,-9.497285148538111
181,43.01720501199999,-9.497286560828934
182,43.26723071500001,-9.497306265189374
183,43.516226585,-9.497300022360324
184,43.755492381,-9.497237692777174
185,43.981004437,-9.4973313421295
186,44.21691014,-9.497402296650955
187,44.47033036299999,-9.497366925932935
188,44.70547802899999,-9.49737181273449
189,44.938089862,-9.49738960896822
190,45.18827391799999,-9.49741022469018
191,45.43378289900001,-9.49747100755328
192,45.69640901,-9.497509133055797
193,45.941364343,-9.497494660286849
194,46.177779621,-9.497403301213248
195,46.419433047,-9.497353210257945
196,46.684314546,-9.497274597605648
197,46.929585602,-9.49725129507425
198,47.172747305,-9.497255731000486
199,47.41140697200001,-9.497254237584372
200,47.668049231,-9.49725434560733
201,47.906083657,-9.49725276868934
202,48.150570583,-9.497264057481544
203,48.39039998999999,-9.497267545009388
204,48.627244971,-9.49738904510494
205,48.856660953,-9.49744050956362
206,49.093411804,-9.49745068977774
207,49.326962193,-9.497496535137811
208,49.56770256300001,-9.497460011205314
209,49.808581248,-9.49733062419058
210,50.052836396,-9.497343401666615
211,50.307006433,-9.497245562332555
212,50.54371737700001,-9.497256779313831
213,50.79105813699999,-9.497245252842855
214,51.02805282200001,-9.49726472984511
215,51.269599525,-9.497204009104466
216,51.509653488,-9.49711967547299
217,51.75800076600001,-9.49691277447909
218,51.99226554299999,-9.49681514056021
219,52.24623395,-9.496597226808692
220,52.49036443199999,-9.496412368449947
221,52.73548035799999,-9.496388349877826
222,52.98538211699999,-9.49628126777681
223,53.22743117200001,-9.496191298305636
224,53.451120246,-9.496020395009504
225,53.69546504200001,-9.495922783876972
226,53.930866042000005,-9.495774391206464
227,54.18063848600001,-9.495674414803528
228,54.421725505,-9.49560464726898
229,54.659645301,-9.495542578663166
230,54.89975176399999,-9.495544976833452
231,55.14168902300001,-9.495560188398178
232,55.383638115,-9.49555405574421
233,55.61531370799999,-9.495555675433284
234,55.867208893,-9.49559729896084
235,56.1019973,-9.495598432343227
236,56.342010041,-9.495660675511862
237,56.59489231800001,-9.495707262255689
238,56.83925767,-9.495682136388693
239,57.084035411,-9.495780997960338
240,57.319905947,-9.49576785893878
241,57.54745067,-9.495733053254144
242,57.784764688,-9.495788651690004
243,58.03116900299999,-9.495793783343062
244,58.255236651,-9.49581868734247
245,58.490773373,-9.495826992843382
246,58.72523726099999,-9.4958064145646
247,58.953551428,-9.495860873156536
248,59.19803740900001,-9.495823011955858
249,59.435195354,-9.495675453249325
250,59.690008779,-9.495489425864715
251,59.93076170500001,-9.495354503312388
252,60.168496149000006,-9.495382345627933
253,60.414500649,-9.495205504625154
254,60.653929649000005,-9.495157299911288
255,60.906290834,-9.495065222053851
256,61.14558179699999,-9.494974302890403
257,61.381318038,-9.494676537894572
258,61.639688815,-9.494626581675991
259,61.89312876,-9.494530380811604
260,62.126458204,-9.49436147856352
261,62.36527883299999,-9.494048115058863
262,62.613329296,-9.493659376241528
263,62.866692444,-9.493537515762885
264,63.10188261099999,-9.493200995859322
265,63.34549870299999,-9.492729876274268
266,63.599612518,-9.492107327949933
267,63.849027221,-9.491985922510116
268,64.083657925,-9.491764223149053
269,64.35613661,-9.491793547533272
270,64.62148222100001,-9.491842248020811
271,64.868502424,-9.491867140858504
272,65.12849503499999,-9.491927277571117
273,65.40866572,-9.491895159335954
274,65.642838387,-9.49176855274075
275,65.901408276,-9.491472853689622
276,66.141065942,-9.491388581165902
277,66.385759072,-9.49109838591382
278,66.649165553,-9.490881994890003
279,66.900053497,-9.490807414704072
280,67.142977719,-9.49081215444813
281,67.39976609,-9.490841357356606
282,67.67766605199999,-9.490844988075375
283,67.926512256,-9.490890837721
284,68.187178163,-9.490927172380776
285,68.420426422,-9.490932054179764
286,68.669271626,-9.490912464320912
287,68.925373496,-9.490867149555212
288,69.176316626,-9.490790303626056
289,69.414060088,-9.490713413243478
290,69.662344422,-9.490642545761302
291,69.91471431,-9.490585355945315
292,70.160562903,-9.490372057881368
293,70.413172829,-9.490060745521774
294,70.68471936499999,-9.489926820904817
295,70.928198236,-9.489910604517764
296,71.202428235,-9.489835535601404
297,71.446662698,-9.489726141947544
298,71.70307054999999,-9.48969644360674
299,71.967759642,-9.48961082203879
300,72.220981198,-9.489579920049705
301,72.460804753,-9.489539461813369
302,72.725459512,-9.489511294923256
303,72.99444266,-9.48947639839188
304,73.24422301199999,-9.48945813768355
305,73.485955827,-9.489408993664808
306,73.754967623,-9.489378209084176
307,74.006497308,-9.48933523458578
308,74.239185011,-9.489336611833474
309,74.484286789,-9.48933785842662
310,74.744367789,-9.489318565127329
311,74.997075604,-9.489224815537808
312,75.257147215,-9.489252682451594
313,75.488715659,-9.489282216734235
314,75.735898159,-9.489265687392916
315,75.981271084,-9.489408355930273
316,76.243089899,-9.489451706943113
317,76.48124301,-9.489628569638812
318,76.744709454,-9.48965419508264
319,77.002277158,-9.489709754211804
320,77.27769441699999,-9.489720139723524
321,77.510487287,-9.48969820725415
322,77.753289195,-9.489573788242136
323,78.002481343,-9.489649473709214
324,78.246507398,-9.489654557740828
325,78.49933562,-9.489634729685156
326,78.758309712,-9.489608996336656
327,79.01213704599999,-9.489528263371424
328,79.273254286,-9.48953665471964
329,79.516261045,-9.489395712269143
330,79.791883471,-9.489469258934108
331,80.033334749,-9.48947379014668
332,80.293839823,-9.48935208141924
333,80.544205526,-9.489242553259183
334,80.789450008,-9.488965364617815
335,81.052103415,-9.488490217643765
336,81.295686137,-9.488250447231264
337,81.541958322,-9.48788681495294
338,81.835895062,-9.487806249015383
339,82.094338007,-9.487682004168375
340,82.360325377,-9.487547379161654
341,82.59800734,-9.487497964070457
342,82.877471654,-9.487378770333386
343,83.137105451,-9.487243161671682
344,83.38789507999999,-9.48713518262973
345,83.631682135,-9.487041985944762
346,83.887726913,-9.48697171313905
347,84.145708487,-9.486869546852544
348,84.391657709,-9.486809701674632
349,84.639620153,-9.486679696700165
350,84.91072230099999,-9.486528711803
351,85.171725579,-9.486413917033136
352,85.41466506,-9.48630950403697
353,85.645404894,-9.486225367882252
354,85.856813671,-9.387559451492956
355,86.06609206,-9.29857991568184
356,86.274050245,-9.173511978452089
